4.8,4.77,30,0,0,2,0,2,6,20
4.1,4.11,20,0,0,3,0,8,3,6
3.5,3.46,20,0,0,2,0,2,5,11
3.9,3.89,30,0,0,0,0,0,6,24
4.1,4.1,20,0,0,2,0,2,5,11
1.4,1.4,20,0,0,2,0,5,4,9
1.4,1.42,30,0,0,3,0,0,6,21
2.9,2.89,20,0,0,3,1,14,2,0
6.2,6.19,30,0,0,0,0,1,4,25
4.6,4.61,20,0,0,2,0,8,4,6
4.4,4.44,20,0,0,1,0,9,4,6
4.6,4.61,30,0,0,2,0,4,6,18
1.8,1.76,20,0,0,2,0,5,4,9
1.7,1.66,20,0,0,2,0,6,4,8
0,0,30,0,0,0,0,23,2,5
4.3,4.28,20,0,0,3,0,7,3,7
2.1,2.11,20,0,0,2,0,3,4,11
4.1,4.09,20,0,0,2,0,2,4,12
0,0,20,0,0,0,0,14,2,4
4.2,4.23,30,0,0,3,0,2,5,20
0,0,20,0,0,0,0,15,1,4
3.5,3.51,20,0,0,3,0,0,5,12
2.2,2.19,20,0,0,1,0,2,5,12
1.4,1.43,30,0,0,5,0,0,5,20
1.9,1.88,20,0,0,2,0,2,5,11
0,0,30,0,0,0,0,23,2,5
0,0,30,0,0,0,0,24,3,3
5.1,5.07,20,0,0,2,0,4,5,9
5,5.01,20,0,0,1,0,5,6,8
1.2,1.19,30,0,0,3,0,0,6,21
4.7,4.74,20,0,0,0,0,8,4,8
1.6,1.63,30,0,0,3,0,0,5,22
2.6,2.57,20,0,0,2,0,16,2,0
4,4.04,20,0,0,2,0,2,4,12
0,0,30,0,0,0,0,23,2,5
0,0,20,0,0,0,0,15,1,4
1.2,1.19,20,0,0,2,0,7,4,7
1.2,1.19,30,0,0,3,0,0,6,21
0,0,30,0,0,0,0,23,2,5
0,0,20,0,0,0,0,14,2,4
2.9,2.85,20,0,0,3,1,14,2,0
2,1.98,30,0,0,2,0,0,5,23
5.5,5.45,20,0,0,1,0,2,5,12
2.1,2.14,20,0,0,2,0,3,4,11
4.4,4.44,20,0,0,2,0,7,3,8
3.6,3.57,20,0,0,0,0,14,2,4
0,0,30,0,0,0,0,23,2,5
4.8,4.8,20,0,0,2,0,8,4,6
0,0,30,0,0,0,0,23,2,5
0,0,20,0,0,0,0,14,2,4
1.5,1.49,20,0,0,2,0,4,4,10
0,0,30,0,0,0,0,23,2,5
2.9,2.93,20,0,0,3,1,12,2,2
4.7,4.71,20,0,0,2,0,6,5,7
0,0,20,0,0,0,0,15,1,4
0,0,30,0,0,0,0,23,2,5
1.9,1.89,20,0,0,2,0,7,2,9
1.4,1.39,30,0,0,5,0,0,5,20
4,3.96,20,0,0,2,0,2,4,12
4.5,4.47,20,0,0,2,0,2,3,13
0.9,0.94,30,0,0,5,0,0,5,20
0,0,20,0,0,0,0,14,2,4
3.9,3.9,20,0,0,2,0,2,4,12
1.7,1.7,30,0,0,5,0,0,5,20
0,0,20,0,0,0,0,14,2,4
4.2,4.16,20,0,0,0,0,10,3,7
0.9,0.91,30,0,0,7,0,0,6,17
5.7,5.71,20,0,0,0,0,3,3,14
0.9,0.92,30,0,0,7,0,0,6,17
4.8,4.76,20,0,0,0,0,8,4,8
3,2.98,20,0,0,3,1,14,2,0
5.7,5.71,20,0,0,0,0,3,3,14
4.6,4.56,30,0,0,2,0,2,6,20
2.1,2.14,20,0,0,3,1,11,2,3
3.8,3.8,30,0,0,3,0,4,6,17
4.5,4.47,20,0,0,0,0,7,5,8
1.2,1.19,30,0,0,7,0,0,5,18
5.2,5.19,20,0,0,0,0,5,4,11
4.3,4.29,30,0,0,3,0,4,6,17
4.2,4.18,20,0,0,0,0,10,3,7
3.9,3.86,20,0,0,2,0,2,4,12
0,0,30,0,0,0,0,23,2,5
2.6,2.61,20,0,0,3,1,10,2,4
2.6,2.59,30,0,0,5,0,0,7,18
2.9,2.85,20,0,0,3,1,9,2,5
1.3,1.3,30,0,0,5,0,0,5,20
3.2,3.2,20,0,0,3,1,7,2,7
4.6,4.61,20,0,0,0,0,8,4,8
0,0,30,0,0,0,0,22,2,6
2.5,2.5,20,0,0,3,1,10,2,4
1.6,1.63,20,0,0,2,1,12,2,3
0,0,30,0,0,0,0,23,2,5
1.5,1.54,20,0,0,1,1,12,2,4
0,0,20,0,0,0,0,14,2,4
0,0,30,0,0,0,0,23,2,5
0,0,30,0,0,0,0,24,2,4
3.8,3.8,20,0,0,2,0,2,4,12
3,2.97,20,0,0,3,1,9,2,5
0,0,30,0,0,0,0,23,2,5
0.8,0.84,30,0,0,7,0,0,6,17
3.8,3.76,20,0,0,2,0,2,6,10
0,0,30,0,0,0,0,23,2,5
0,0,30,0,0,0,0,22,2,6
8.5,8.53,30,0,0,0,0,0,2,28
6.7,6.68,20,0,0,0,0,1,3,16
5.7,5.65,30,0,0,2,0,2,4,22
1.9,1.88,30,0,0,7,0,0,6,17
0,0,20,0,0,0,0,14,2,4
3.6,3.57,20,0,0,2,0,3,5,10
0,0,30,0,0,0,0,23,2,5
5.1,5.14,30,0,0,2,0,2,4,22
1.7,1.67,20,0,0,1,1,13,2,3
0,0,30,0,0,0,0,23,2,5
4.3,4.3,30,0,0,2,0,2,7,19
4.7,4.73,20,0,0,0,0,8,4,8
4.9,4.92,30,0,0,1,0,2,5,22
0,0,30,0,0,0,0,23,2,5
2.3,2.25,20,0,0,3,1,11,2,3
0,0,30,0,0,0,0,23,2,5
3.9,3.89,30,0,0,3,0,4,6,17
0,0,20,0,0,0,0,14,2,4
3.5,3.54,20,0,0,2,0,4,4,10
0,0,30,0,0,0,0,21,3,6
0,0,20,0,0,0,0,13,3,4
1.4,1.4,20,0,0,2,1,12,3,2
1.5,1.47,30,0,0,4,0,0,4,22
0,0,30,0,0,0,0,21,4,5
5,4.96,20,0,0,0,0,7,4,9
0,0,30,0,0,0,0,22,3,5
1.9,1.89,30,0,0,5,0,0,4,21
7.2,7.23,20,0,0,0,0,1,4,15
0,0,30,0,0,0,0,22,3,5
0,0,30,0,0,0,0,21,3,6
5.5,5.49,20,0,0,0,0,5,3,12
3.1,3.11,30,0,0,3,0,6,6,15
3.3,3.26,20,0,0,3,1,7,2,7
1.9,1.91,30,0,0,6,0,0,4,20
0,0,30,0,0,0,0,21,3,6
0,0,30,0,0,0,0,22,3,5
4,3.95,20,0,0,2,0,2,3,13
0,0,30,0,0,0,0,21,3,6
2.7,2.67,20,0,0,3,1,9,3,4
0,0,30,0,0,0,0,22,3,5
2.4,2.4,30,0,0,3,0,0,5,22
7.8,7.79,20,0,0,0,0,0,2,18
2.1,2.14,30,0,0,5,0,0,3,22
0,0,30,0,0,0,0,22,3,5
5.5,5.48,20,0,0,0,0,4,3,13
0,0,30,0,0,0,0,21,3,6
0,0,30,0,0,0,0,23,2,5
2.7,2.73,20,0,0,3,1,9,2,5
0,0,20,0,0,0,0,13,3,4
0,0,30,0,0,0,0,21,3,6
0,0,30,0,0,0,0,22,3,5
3,2.97,20,0,0,3,1,13,3,0
4.1,4.1,20,0,0,0,0,10,3,7
0,0,30,0,0,0,0,22,2,6
1.8,1.76,20,0,0,2,1,11,3,3
0,0,30,0,0,0,0,22,3,5
0,0,30,0,0,0,0,21,3,6
1.1,1.1,20,0,0,3,1,11,3,2
0,0,30,0,0,0,0,22,3,5
1.8,1.76,30,0,0,5,0,0,5,20
4.7,4.72,20,0,0,2,0,1,3,14
0,0,30,0,0,0,0,21,3,6
1.9,1.88,30,0,0,4,0,0,5,21
1.6,1.61,20,0,0,2,1,11,3,3
0,0,30,0,0,0,0,20,4,6
0,0,30,0,0,0,0,21,4,5
2.4,2.44,20,0,0,2,1,9,3,5
1.1,1.09,30,0,0,7,0,0,5,16
0,0,30,0,0,0,0,21,3,6
5.6,5.61,20,0,0,0,0,3,3,14
2.6,2.61,20,0,0,3,1,9,3,4
3.7,3.73,30,0,0,3,0,4,5,18
2.2,2.19,30,0,0,4,0,3,7,16
3,2.97,20,0,0,3,1,7,3,6
0,0,30,0,0,0,0,20,4,6
1.2,1.18,20,0,0,1,1,13,2,3
0,0,30,0,0,0,0,21,4,5
0,0,30,0,0,0,0,22,3,5
6,6.02,20,0,0,0,0,2,3,15
2.2,2.2,30,0,0,3,0,0,6,21
0.9,0.89,30,0,0,5,0,0,5,20
3.1,3.12,20,0,0,3,1,8,3,5
2.1,2.11,20,0,0,3,1,10,3,3
0,0,30,0,0,0,0,21,3,6
4.9,4.86,20,0,0,0,0,8,4,8
0,0,20,0,0,0,0,13,3,4
0,0,30,0,0,0,0,22,3,5
0,0,30,0,0,0,0,21,3,6
0,0,20,0,0,0,0,14,3,3
0,0,20,0,0,0,0,14,2,4
0,0,30,0,0,0,0,22,2,6
0,0,30,0,0,0,0,21,4,5
6.8,6.82,20,0,0,0,0,1,3,16
